"totalcurrval","livingarea","dep","size","zone","actype","bedrms","bathhalf","type"
54980,912,28,0.12,"Other","AC",2,"1:0","Other"
81800,1666,22,0.14,"RM1","No AC",4,"3:0","Ranch"
NA,1882,21,0.2,"RS2","No AC",5,"2:0","Other"
NA,4220,50,0.1,"RM2","No AC",8,"3:0","Other"
NA,2128,22,0.17,"RS3","No AC",4,"2:1","Other"
NA,1224,23,0.11,"RS3","No AC",3,"1:0","Other"
74870,1780,25,0.32,"RS3","No AC",4,"2:0","Other"
NA,2513,22,0.18,"RS3","No AC",4,"2:0","Other"
79920,1275,26,0.18,"RS1","No AC",2,"1:1","Other"
73790,1040,23,0.2,"RS2","No AC",2,"1:0","Colonial"
NA,3804,28,0.08,"RM1","No AC",5,"3:0","Other"
100320,1324,24,0.15,"RS2","No AC",2,"1:0","Other"
65430,1969,22,0.08,"RS1","No AC",5,"3:0","Colonial"
NA,1376,22,0.11,"RS2","No AC",2,"1:1","Other"
NA,2965,28,0.23,"RS2","No AC",6,"2:1","Modern"
NA,2539,27,0.2,"RM2","No AC",3,"2:1","Ranch"
91290,3183,28,0.24,"RS2","No AC",6,"3:0","Other"
NA,1542,38,0.31,"RS1","No AC",4,"2:0","Other"
NA,2478,28,0.17,"RM1","No AC",2,"2:0","Other"
95590,1092,19,0.43,"RM1","No AC",3,"1:0","Modern"
54360,1341,28,0.14,"RM1","No AC",3,"3:0","Other"
167610,3692,28,0.14,"Other","No AC",6,"3:0","Other"
66570,2079,22,0.11,"RM2","No AC",7,"2:0","Ranch"
189530,2813,22,0.28,"RS3","No AC",4,"3:0","Colonial"
NA,3489,28,0.15,"RS2","No AC",8,"5:0","Other"
NA,2097,22,0.19,"Other","No AC",3,"1:1","Colonial"
NA,1862,17,0.18,"RS1","No AC",3,"1:1","Other"
NA,1232,21,0.11,"RS3","No AC",3,"1:0","Other"
NA,2508,28,0.06,"RS2","No AC",5,"3:1","Colonial"
71940,2502,38,0.17,"RS1","No AC",4,"3:1","Other"
NA,1356,28,0.18,"RM2","No AC",3,"1:0","Modern"
NA,3555,28,0.09,"RS2","No AC",8,"3:0","Modern"
NA,1691,28,0.06,"Other","No AC",5,"2:0","Other"
NA,1847,22,0.07,"RM3","AC",3,"2:1","Other"
103860,1202,28,0.1,"RS1","No AC",3,"1:0","Ranch"
92920,1680,19,0.17,"Other","No AC",3,"2:0","Other"
NA,1600,22,0.17,"RS2","AC",3,"1:1","Other"
NA,3096,28,0.23,"RM2","No AC",6,"3:0","Other"
NA,2073,28,0.04,"RS1","No AC",4,"2:0","Other"
57090,1170,22,0.05,"RS3","No AC",4,"2:0","Ranch"
NA,1236,23,0.28,"RS1","No AC",3,"1:1","Ranch"
100250,1955,19,0.16,"RS2","AC",3,"1:1","Other"
NA,2759,22,0.08,"RS3","No AC",5,"3:0","Modern"
NA,964,24,0.13,"RM1","No AC",1,"1:0","Colonial"
NA,1144,28,0.14,"RS2","No AC",2,"1:0","Other"
67940,1168,28,0.19,"RS3","No AC",2,"1:1","Other"
NA,3440,28,0.1,"RM2","No AC",6,"3:0","Modern"
67040,3100,38,0.06,"RS1","No AC",6,"2:0","Other"
NA,1040,22,0.1,"RS1","No AC",2,"1:0","Ranch"
NA,2641,28,0.42,"RM1","No AC",3,"2:0","Colonial"
102910,1536,22,0.15,"RS2","No AC",4,"2:1","Colonial"
86150,1302,23,0.17,"RS1","No AC",3,"2:0","Colonial"
49080,1584,28,0.08,"RS2","No AC",2,"1:1","Colonial"
NA,3570,28,0.1,"RS1","No AC",6,"3:0","Other"
75530,2533,28,0.1,"RM3","No AC",6,"3:0","Other"
67350,1173,22,0.24,"RS2","No AC",3,"1:1","Colonial"
NA,2040,25,0.24,"RS2","No AC",4,"2:0","Modern"
173020,3995,28,0.19,"RS1","No AC",6,"3:0","Other"
NA,1144,28,0.11,"RS2","No AC",3,"1:0","Colonial"
201260,3909,22,0.11,"RS2","No AC",6,"3:0","Colonial"
58280,1264,28,0.1,"RM1","No AC",3,"1:0","Other"
77820,2576,28,0.17,"RS1","No AC",4,"2:0","Colonial"
NA,1248,19,0.37,"RS2","No AC",3,"2:0","Other"
NA,1344,28,0.15,"RS3","No AC",3,"1:0","Other"
83760,3184,28,0.14,"RS3","No AC",6,"3:0","Other"
NA,3391,28,0.1,"RS1","No AC",6,"3:0","Colonial"
106030,1934,38,0.14,"RS1","No AC",5,"1:0","Colonial"
79460,1110,26,0.13,"RS2","AC",3,"1:0","Other"
58840,1080,23,0.18,"RM1","No AC",3,"1:0","Other"
NA,1000,21,0.25,"RS1","No AC",2,"1:0","Other"
NA,720,21,0.13,"RS3","No AC",2,"1:0","Other"
NA,1428,18,0.25,"RS3","No AC",3,"2:0","Other"
NA,768,23,0.18,"RS2","No AC",2,"1:0","Other"
NA,1913,22,0.15,"RS2","No AC",3,"1:1","Colonial"
72210,3148,22,0.07,"RS3","No AC",6,"3:0","Colonial"
NA,1391,22,0.15,"RS1","No AC",4,"2:0","Other"
78720,3240,22,0.12,"RM1","No AC",6,"3:0","Other"
NA,1785,10,0.14,"RS2","No AC",4,"2:0","Ranch"
44870,1188,13,0.07,"RM2","No AC",3,"1:1","Other"
NA,3355,28,0.11,"RS1","No AC",8,"3:0","Colonial"
NA,1723,38,0.1,"RM2","No AC",6,"2:0","Other"
96110,1600,22,0.12,"RM2","No AC",3,"2:0","Colonial"
93290,1708,22,0.2,"RS1","No AC",2,"1:0","Other"
NA,1498,28,0.16,"RS3","No AC",4,"1:0","Other"
NA,2900,28,0.08,"RS2","No AC",5,"2:0","Colonial"
61680,1112,23,0.18,"RS2","AC",2,"1:0","Other"
115760,1568,23,0.23,"RS1","No AC",3,"1:1","Other"
NA,1016,23,0.16,"RS3","AC",2,"1:0","Colonial"
NA,2040,25,0.16,"Other","No AC",4,"2:0","Other"
NA,1400,22,0.1,"RS1","No AC",3,"1:0","Colonial"
91560,1928,28,0.14,"RM3","No AC",6,"2:1","Ranch"
NA,4298,28,0.23,"RM2","No AC",8,"3:0","Modern"
NA,1607,22,0.17,"RS2","No AC",4,"2:0","Other"
86280,1917,26,0.2,"RM1","No AC",3,"1:1","Colonial"
NA,2560,38,0.14,"Other","No AC",4,"2:0","Other"
69940,1008,20,0.11,"RS2","No AC",2,"1:0","Other"
166180,1588,17,0.13,"RM2","AC",2,"1:1","Other"
NA,4011,22,0.13,"RS2","No AC",6,"3:0","Other"
NA,3468,28,0.14,"RS2","No AC",6,"3:0","Modern"
NA,5525,28,0.37,"RS3","No AC",5,"2:1","Colonial"
NA,2340,38,0.1,"RS2","No AC",4,"2:0","Other"
NA,2318,38,0.06,"RM3","No AC",4,"2:0","Colonial"
61020,690,22,0.11,"RS1","No AC",2,"1:0","Other"
NA,1498,28,0.17,"RS2","No AC",3,"1:1","Other"
NA,1288,28,0.08,"RM3","No AC",3,"2:0","Other"
79280,2914,28,0.14,"RS3","No AC",4,"2:0","Colonial"
NA,1268,22,0.09,"RM3","No AC",3,"1:0","Colonial"
74420,1152,15,0.18,"RS2","No AC",3,"1:1","Other"
NA,1136,22,0.09,"RM2","No AC",4,"1:0","Other"
NA,988,20,0.2,"RS2","No AC",3,"1:0","Other"
89510,3224,28,0.1,"RS1","No AC",5,"2:1","Colonial"
81440,1620,17,0.2,"Other","No AC",3,"1:0","Colonial"
145370,4824,28,0.24,"RS1","No AC",4,"4:0","Other"
47990,1632,35,0.2,"RM1","No AC",4,"2:0","Ranch"
NA,1523,35,0.15,"RS2","No AC",3,"1:0","Other"
NA,2010,38,0.11,"RS1","No AC",4,"2:0","Other"
189630,3148,28,0.21,"RM2","No AC",3,"2:1","Other"
201230,3168,22,0.19,"RS1","No AC",5,"3:1","Ranch"
71480,1300,28,0.16,"RS2","No AC",2,"1:0","Other"
NA,3089,28,0.11,"RS2","No AC",6,"3:0","Other"
94750,2235,20,0.16,"RS3","No AC",4,"1:1","Other"
NA,3632,22,0.07,"RM2","No AC",8,"3:0","Other"
69020,1188,24,0.17,"RM3","No AC",3,"1:0","Other"
NA,2048,22,0.2,"RS2","No AC",4,"3:0","Colonial"
139300,1945,22,0.31,"RM2","AC",3,"2:1","Colonial"
50130,1152,28,0.18,"RS2","No AC",3,"1:0","Modern"
NA,1032,20,0.26,"RS2","AC",3,"1:1","Ranch"
NA,1912,22,0.17,"RS1","AC",3,"2:0","Ranch"
NA,1843,22,0.13,"RM2","No AC",4,"2:0","Other"
NA,2602,28,0.28,"RS1","No AC",4,"2:1","Other"
NA,3245,20,0.93,"RS2","AC",4,"2:1","Colonial"
NA,1254,15,0.19,"RS2","No AC",3,"1:1","Colonial"
NA,3704,28,0.15,"RM1","No AC",4,"2:0","Colonial"
NA,2765,22,0.17,"RM2","No AC",5,"2:1","Other"
124530,1768,28,0.2,"RM3","No AC",4,"1:0","Ranch"
NA,2200,21,0.18,"RM2","No AC",5,"1:1","Ranch"
91360,3399,28,0.1,"RS2","No AC",6,"3:0","Colonial"
NA,1152,28,0.08,"RS3","No AC",4,"1:1","Other"
125230,1932,28,0.19,"RM2","No AC",4,"1:1","Modern"
NA,2144,28,0.2,"RS3","No AC",3,"3:0","Other"
NA,3112,22,0.25,"RM2","No AC",6,"3:0","Modern"
99750,1288,22,0.23,"RM2","AC",3,"1:0","Colonial"
NA,1142,28,0.14,"RM1","No AC",2,"1:1","Colonial"
84700,1542,28,0.11,"RM2","No AC",3,"2:0","Modern"
67980,2520,28,0.17,"RS2","No AC",6,"2:0","Other"
NA,1409,22,0.11,"RS2","AC",2,"1:0","Ranch"
NA,1600,11,0.17,"Other","No AC",3,"1:1","Colonial"
NA,1402,22,0.15,"RS3","AC",2,"1:1","Other"
89190,2067,22,0.14,"RS2","No AC",4,"2:0","Colonial"
NA,4512,22,0.17,"RS1","No AC",6,"3:0","Colonial"
NA,5034,28,0.1,"RS3","No AC",7,"4:0","Colonial"
93240,2042,28,0.11,"RM3","No AC",3,"1:0","Other"
135080,2318,28,0.29,"RS1","No AC",5,"3:1","Colonial"
NA,4509,28,0.2,"RS2","No AC",6,"5:0","Colonial"
NA,3409,38,0.17,"Other","No AC",6,"3:0","Ranch"
36570,908,38,0.09,"Other","No AC",3,"1:0","Other"
NA,3142,28,0.08,"RS3","No AC",5,"3:0","Other"
NA,944,19,0.16,"RM2","No AC",3,"1:0","Other"
NA,2480,28,0.13,"RS2","No AC",3,"1:1","Colonial"
NA,1277,28,0.11,"RM2","No AC",3,"1:0","Colonial"
69230,1491,22,0.14,"RM2","No AC",3,"2:0","Other"
NA,960,19,0.27,"RS3","AC",3,"1:1","Colonial"
NA,2185,19,0.38,"RS1","AC",3,"2:1","Other"
NA,1682,28,0.08,"RS3","No AC",4,"2:0","Ranch"
80010,1360,26,0.13,"RM3","No AC",3,"2:0","Other"
NA,3828,38,0.14,"RS1","No AC",4,"4:0","Other"
93800,1380,22,0.07,"RM2","No AC",2,"2:1","Colonial"
184070,1364,22,0.36,"RS3","No AC",3,"1:0","Other"
NA,4201,28,0.05,"RS2","No AC",6,"3:0","Ranch"
NA,1280,28,0.1,"RS3","No AC",3,"1:0","Other"
201920,3035,17,0.28,"RS3","No AC",5,"3:0","Ranch"
NA,912,23,0.26,"RS2","No AC",3,"1:0","Other"
NA,1768,28,0.16,"Other","No AC",2,"2:0","Other"
NA,1653,24,0.19,"RS3","No AC",4,"1:0","Other"
73130,2132,38,0.1,"RS1","No AC",4,"2:0","Other"
62420,1147,26,0.17,"RS1","No AC",3,"1:1","Ranch"
136580,2153,28,0.05,"RS2","No AC",4,"3:0","Other"
NA,2571,22,0.24,"RS2","AC",4,"2:1","Ranch"
NA,1350,28,0.08,"RS1","No AC",4,"2:0","Other"
NA,1932,28,0.07,"RM3","No AC",4,"3:0","Colonial"
NA,3921,28,0.29,"RM2","No AC",4,"3:0","Other"
NA,1431,20,0.28,"RS1","No AC",3,"1:0","Other"
87500,3480,28,0.16,"RM2","No AC",6,"3:0","Colonial"
96260,2612,18,0.17,"RS2","No AC",6,"2:0","Other"
52570,1728,35,0.34,"RM2","No AC",4,"2:0","Other"
91640,1552,22,0.27,"RS2","No AC",3,"1:1","Other"
NA,2085,28,0.16,"RS3","No AC",4,"1:1","Other"
NA,2591,28,0.1,"RM2","No AC",5,"2:0","Colonial"
NA,1643,28,0.11,"RS3","No AC",3,"1:0","Other"
NA,1120,21,0.11,"RS3","AC",3,"2:0","Colonial"
229780,3653,28,0.39,"RM1","No AC",5,"2:1","Other"
71730,1717,28,0.13,"RS1","No AC",4,"1:1","Modern"
NA,2965,38,0.18,"RS3","No AC",6,"3:0","Ranch"
84700,1555,17,0.15,"RM2","AC",3,"2:0","Other"
66470,2374,28,0.09,"RS3","No AC",6,"2:1","Other"
NA,2320,28,0.22,"RS3","AC",4,"2:1","Other"
NA,1132,28,0.05,"Other","No AC",3,"1:0","Ranch"
82050,1058,28,0.14,"RS2","No AC",2,"1:0","Colonial"
116840,2336,28,0.15,"RS2","No AC",4,"4:0","Other"
116250,3737,22,0.12,"RS1","No AC",6,"3:0","Ranch"
NA,1208,22,0.09,"RS1","No AC",3,"1:0","Colonial"
NA,2801,28,0.1,"RM2","No AC",6,"3:0","Colonial"
NA,2631,22,0.09,"RM3","No AC",6,"3:0","Other"
NA,3274,50,0.17,"RS1","No AC",6,"3:0","Other"
92510,1344,28,0.16,"RS3","No AC",4,"1:1","Other"
NA,1632,22,0.1,"RM1","No AC",4,"2:0","Other"
354700,5443,22,0.32,"RS2","No AC",4,"4:1","Colonial"
NA,4237,28,0.22,"Other","No AC",7,"3:0","Modern"
NA,3186,28,0.1,"RS2","No AC",6,"3:0","Other"
67590,1080,22,0.14,"RS3","No AC",2,"1:0","Other"
NA,1480,28,0.06,"RS2","No AC",4,"2:0","Other"
73150,1297,18,0.13,"RM3","No AC",3,"1:0","Colonial"
41120,702,28,0.1,"Other","No AC",2,"1:0","Other"
129260,1856,23,0.16,"RM1","No AC",3,"1:1","Colonial"
84000,2058,18,0.13,"RM3","No AC",6,"2:0","Colonial"
NA,3776,17,0.3,"RS3","AC",4,"2:1","Other"
83940,1431,19,0.33,"RS2","No AC",3,"3:0","Modern"
157470,2710,28,0.2,"RS3","No AC",4,"1:1","Other"
NA,2002,28,0.17,"RS3","No AC",4,"2:0","Other"
52780,1440,28,0.07,"RM3","No AC",3,"2:0","Ranch"
NA,1532,17,0.15,"RS2","AC",3,"1:1","Other"
82150,988,23,0.48,"RS3","No AC",1,"1:0","Other"
148540,2352,23,0.34,"RM3","AC",4,"2:1","Other"
82400,3333,28,0.1,"RS2","No AC",6,"3:0","Ranch"
169720,2377,38,0.34,"RM1","No AC",3,"2:0","Colonial"
NA,2561,28,0.2,"RS3","No AC",3,"2:0","Other"
NA,2436,22,0.23,"Other","AC",6,"2:0","Other"
NA,2195,15,0.14,"RS1","No AC",6,"2:0","Modern"
NA,780,27,0.3,"RS3","No AC",2,"1:0","Ranch"
NA,3384,29,0.14,"RM1","No AC",4,"3:0","Other"
NA,1360,22,0.28,"RS2","No AC",2,"1:1","Colonial"
NA,1976,22,0.2,"RM3","No AC",4,"1:1","Colonial"
NA,3167,22,0.17,"RM3","No AC",4,"3:0","Modern"
140740,2070,19,0.39,"RS3","AC",3,"2:1","Ranch"
91110,2774,22,0.14,"RS3","No AC",6,"3:0","Other"
161990,4368,28,0.07,"RS2","No AC",5,"4:0","Other"
NA,2852,22,0.1,"RS3","No AC",4,"3:0","Modern"
63610,2016,28,0.11,"RS1","No AC",4,"2:0","Modern"
NA,3025,17,0.24,"RS2","No AC",5,"2:1","Other"
NA,1714,22,0.29,"RS1","No AC",3,"2:0","Other"
NA,3222,38,0.18,"RM1","No AC",6,"3:0","Colonial"
NA,2238,17,0.4,"RS1","No AC",4,"2:0","Colonial"
81840,2352,22,0.14,"RS2","No AC",4,"2:0","Other"
102970,3949,22,0.12,"RM3","No AC",8,"3:0","Colonial"
NA,816,27,0.13,"RS2","No AC",3,"1:0","Colonial"
NA,1763,11,0.36,"RS1","No AC",3,"2:0","Modern"
86220,1932,28,0.15,"RS1","No AC",3,"1:0","Other"
84500,2704,22,0.12,"RS2","No AC",5,"3:0","Colonial"
99620,2835,28,0.06,"RS2","No AC",5,"1:0","Ranch"
NA,1832,28,0.13,"Other","No AC",3,"1:1","Modern"
46720,1119,28,0.16,"Other","AC",2,"1:0","Colonial"
111650,1697,21,0.17,"RM2","No AC",4,"1:1","Colonial"
NA,2608,28,0.17,"RS3","No AC",4,"2:0","Other"
80160,3018,28,0.13,"RS2","No AC",6,"3:0","Ranch"
365590,3748,22,0.27,"RS1","No AC",6,"3:0","Other"
84630,1360,22,0.13,"RM2","No AC",4,"1:1","Colonial"
NA,2049,28,0.09,"RS2","No AC",3,"3:0","Other"
99400,1597,23,0.57,"RM2","No AC",3,"2:0","Other"
NA,1224,22,0.13,"RS1","AC",3,"2:0","Other"
NA,2916,28,0.08,"Other","No AC",6,"3:0","Other"
79630,2008,28,0.23,"RS3","No AC",4,"2:1","Colonial"
NA,2016,28,0.11,"RS3","No AC",4,"2:0","Ranch"
NA,3715,28,0.14,"RM3","No AC",6,"3:0","Ranch"
66320,1040,23,0.28,"Other","No AC",1,"1:0","Other"
NA,2049,28,0.09,"RS1","No AC",4,"2:0","Colonial"
NA,1388,28,0.1,"RS1","No AC",4,"1:0","Colonial"
393890,6076,28,0.4,"RM3","No AC",6,"4:0","Other"
112740,1764,19,0.2,"RS3","No AC",3,"1:1","Modern"
NA,2042,22,0.33,"RS2","No AC",3,"1:1","Colonial"
70670,1344,26,0.17,"RS3","No AC",2,"2:0","Ranch"
147110,2838,22,0.15,"RM1","No AC",4,"2:0","Colonial"
113750,2828,22,0.1,"RM2","No AC",7,"3:0","Colonial"
NA,3499,28,0.13,"RS1","No AC",6,"3:0","Other"
NA,2013,27,0.16,"Other","No AC",3,"1:0","Other"
66850,2326,28,0.16,"RM2","No AC",4,"2:0","Other"
NA,1682,28,0.15,"Other","No AC",3,"1:1","Modern"
75860,1477,28,0.08,"RS1","No AC",3,"1:0","Colonial"
NA,1167,28,0.08,"RM1","No AC",2,"1:0","Other"
NA,1452,26,0.17,"RS3","No AC",3,"1:0","Modern"
61710,1251,28,0.11,"RS3","No AC",2,"1:1","Ranch"
46240,1260,22,0.07,"RS3","No AC",2,"3:0","Colonial"
108150,3828,28,0.15,"RM2","No AC",4,"4:0","Colonial"
66750,3875,28,0.11,"RS2","No AC",8,"3:0","Colonial"
330720,4171,28,0.28,"RS3","AC",5,"3:1","Other"
NA,3295,28,0.15,"RS2","No AC",3,"3:0","Modern"
61960,1999,28,0.12,"RS2","No AC",6,"2:1","Other"
100320,2862,22,0.15,"RS2","No AC",4,"2:0","Colonial"
NA,472,28,0.11,"RS3","No AC",1,"1:0","Colonial"
78300,1774,28,0.21,"RS3","No AC",2,"2:0","Other"
77210,3569,48,0.1,"RM2","No AC",5,"3:0","Other"
NA,912,22,0.08,"RM2","No AC",3,"1:0","Colonial"
NA,2738,22,0.22,"RM2","No AC",4,"2:0","Other"
NA,1735,22,0.3,"RS2","No AC",2,"1:1","Other"
89360,2576,22,0.16,"RS3","No AC",6,"2:0","Other"
NA,1104,27,0.14,"RM2","No AC",3,"2:0","Ranch"
84630,2734,28,0.11,"RM2","No AC",4,"4:0","Other"
112980,3747,28,0.11,"RM2","No AC",6,"3:0","Other"
NA,3366,22,0.25,"RS1","No AC",5,"3:1","Colonial"
117110,1547,28,0.29,"RM3","No AC",3,"1:1","Other"
167470,2072,22,0.06,"Other","No AC",4,"1:1","Colonial"
NA,2764,38,0.23,"RM1","No AC",4,"2:0","Ranch"
129130,2712,20,0.41,"RS1","No AC",4,"2:1","Colonial"
NA,2208,22,0.15,"RS3","No AC",2,"1:0","Other"
NA,1320,26,0.14,"RS3","No AC",3,"1:1","Ranch"
NA,3445,28,0.2,"RS1","No AC",7,"2:1","Other"
107210,3150,28,0.17,"RM1","No AC",5,"3:0","Other"
75580,1364,38,0.09,"RS1","No AC",4,"1:0","Other"
NA,2682,28,0.08,"RM1","No AC",6,"3:0","Modern"
NA,2578,28,0.15,"RS3","No AC",6,"3:0","Other"
NA,2576,28,0.17,"RS2","No AC",6,"3:0","Colonial"
83030,1364,23,0.11,"RS2","No AC",3,"1:0","Other"
NA,1389,28,0.15,"RS1","No AC",3,"1:1","Other"
NA,1482,28,0.16,"RM3","No AC",3,"2:0","Modern"
91880,1372,26,0.2,"RS3","No AC",3,"1:1","Other"
NA,2044,28,0.21,"RM3","No AC",6,"2:0","Other"
88520,2060,28,0.08,"RS3","No AC",3,"2:0","Colonial"
169820,2396,28,0.34,"RM3","No AC",4,"3:1","Colonial"
81200,1550,28,0.22,"RM2","No AC",3,"1:1","Colonial"
91180,2312,28,0.18,"RS3","No AC",4,"2:0","Other"
85100,1617,21,0.2,"RS1","No AC",4,"2:0","Other"
NA,2051,22,0.21,"Other","No AC",3,"1:1","Other"
47280,1170,28,0.08,"Other","No AC",2,"2:0","Other"
157410,2848,22,0.27,"RS1","No AC",3,"1:1","Colonial"
NA,1297,28,0.15,"RS1","No AC",4,"2:0","Other"
66130,2292,22,0.14,"RS1","No AC",7,"2:0","Other"
NA,2199,15,0.23,"RS1","No AC",6,"2:0","Other"
NA,1257,15,0.19,"RS3","No AC",3,"1:1","Modern"
NA,840,28,0.14,"RM2","No AC",2,"1:0","Ranch"
NA,1758,24,0.24,"Other","No AC",4,"1:0","Other"
68990,2568,22,0.07,"RS3","No AC",6,"3:0","Other"
90370,1560,20,0.18,"RM2","No AC",2,"1:1","Other"
NA,1224,26,0.15,"RM2","No AC",3,"1:0","Colonial"
NA,1083,22,0.2,"RS2","No AC",2,"1:0","Colonial"
51980,1092,22,0.07,"RM1","No AC",3,"1:0","Other"
131680,1821,22,0.18,"RS2","No AC",4,"1:1","Other"
NA,1408,22,0.14,"RM3","No AC",2,"1:0","Colonial"
104820,1224,26,0.15,"Other","No AC",2,"2:1","Other"
122330,2873,22,0.29,"RM1","No AC",4,"2:0","Other"
109310,4395,28,0.14,"RS3","No AC",7,"5:0","Other"
NA,1619,22,0.11,"RS3","No AC",3,"1:1","Modern"
NA,1696,28,0.13,"RS1","No AC",4,"2:0","Modern"
64080,984,27,0.11,"Other","No AC",1,"1:0","Other"
NA,3426,28,0.08,"RS1","No AC",5,"3:0","Colonial"
NA,4012,38,0.12,"Other","No AC",7,"3:0","Other"
NA,2148,28,0.06,"RM2","No AC",6,"2:0","Other"
91110,2380,22,0.14,"RM1","No AC",5,"3:0","Modern"
192580,3228,22,0.38,"RS2","AC",4,"1:1","Other"
45570,1092,28,0.09,"RM2","No AC",2,"1:0","Other"
NA,1536,22,0.13,"RM2","No AC",3,"2:0","Other"
53130,746,26,0.15,"RM3","No AC",2,"1:0","Other"
NA,2696,28,0.15,"RS2","No AC",4,"2:0","Colonial"
73150,3136,28,0.13,"RM3","No AC",8,"4:0","Ranch"
113220,1954,22,0.36,"Other","No AC",3,"1:1","Other"
63040,1032,19,0.13,"RM1","No AC",3,"1:0","Colonial"
NA,2992,22,0.2,"RS1","No AC",4,"2:1","Other"
131330,1742,23,0.28,"RS2","No AC",3,"2:0","Ranch"
78680,2066,28,0.15,"RM2","No AC",3,"3:0","Other"
94330,1504,22,0.11,"RS3","No AC",3,"1:1","Other"
73890,3590,38,0.12,"RS3","No AC",5,"3:0","Other"
95970,1561,38,0.14,"RM2","No AC",3,"1:1","Other"
NA,1542,23,0.2,"RS3","AC",3,"1:1","Colonial"
NA,768,20,0.17,"RS3","No AC",2,"1:0","Colonial"
NA,3653,32,0.07,"RS2","No AC",5,"3:0","Other"
355930,4089,22,0.36,"RS1","AC",6,"4:1","Colonial"
115880,1836,26,0.35,"Other","No AC",4,"2:0","Other"
NA,3524,22,0.27,"RM1","No AC",5,"3:0","Other"
54150,1564,38,0.1,"RS3","No AC",5,"1:0","Other"
NA,3213,28,0.09,"RS3","No AC",6,"3:0","Other"
NA,2512,22,0.08,"RS1","No AC",4,"2:0","Ranch"
57030,720,21,0.13,"RS1","No AC",2,"1:0","Colonial"
80260,3011,28,0.14,"RS3","No AC",7,"2:0","Other"
120860,3018,22,0.29,"RS3","No AC",8,"2:1","Ranch"
85550,1914,28,0.51,"RS2","No AC",2,"2:1","Other"
NA,1748,28,0.07,"RS2","No AC",4,"2:1","Modern"
141680,2725,28,0.33,"RM2","No AC",4,"2:0","Other"
NA,1072,22,0.23,"RS1","No AC",3,"1:0","Other"
73050,2625,28,0.12,"RM1","No AC",6,"3:0","Other"
280570,3884,28,0.23,"RS2","No AC",6,"3:1","Other"
83450,4082,38,0.14,"RS2","No AC",8,"3:0","Other"
86140,2906,28,0.12,"RS3","No AC",5,"3:0","Other"
NA,1080,23,0.15,"RM2","No AC",2,"1:0","Other"
NA,3065,22,0.12,"Other","No AC",6,"3:0","Other"
NA,2322,22,0.13,"RS2","No AC",5,"3:0","Other"
NA,2861,28,0.09,"RS3","No AC",8,"2:0","Other"
NA,3073,22,0.26,"RS1","AC",4,"2:0","Other"
NA,3321,28,0.21,"RS3","No AC",6,"3:1","Other"
55340,1520,28,0.1,"RM1","No AC",4,"2:0","Colonial"
77110,2073,28,0.04,"RS3","No AC",4,"2:0","Other"
NA,3463,22,0.13,"RS3","No AC",8,"3:0","Colonial"
NA,1843,20,0.26,"RM2","No AC",4,"2:0","Other"
NA,2541,22,0.07,"RM1","No AC",5,"3:0","Modern"
124710,2539,17,0.34,"RS3","No AC",4,"2:0","Other"
74310,1580,28,0.32,"RS3","No AC",3,"2:0","Other"
96250,3197,28,0.14,"RM2","No AC",4,"3:0","Other"
231880,2489,22,0.07,"RM1","No AC",4,"3:0","Other"
350140,5028,22,0.6,"RM2","AC",7,"5:1","Colonial"
NA,1260,23,0.15,"RM2","No AC",4,"1:0","Modern"
NA,2368,28,0.06,"RM2","No AC",4,"2:0","Other"
NA,1820,28,0.22,"RS2","No AC",4,"2:0","Colonial"
NA,1816,22,0.11,"RM1","No AC",2,"1:0","Other"
75720,1520,22,0.14,"RS1","No AC",2,"1:0","Other"
NA,1742,22,0.17,"RS1","No AC",3,"1:1","Ranch"
177770,2606,17,0.21,"RS3","No AC",3,"1:1","Other"
NA,2396,38,0.11,"RS1","No AC",4,"2:0","Colonial"
NA,4115,28,0.27,"RM2","No AC",6,"2:0","Colonial"
NA,1224,26,0.16,"RM2","No AC",4,"1:0","Other"
75420,3218,28,0.1,"Other","No AC",5,"3:0","Modern"
76400,2435,22,0.09,"Other","No AC",5,"2:0","Colonial"
79000,2538,28,0.17,"RS3","No AC",4,"2:0","Ranch"
58170,1567,28,0.1,"RM3","No AC",3,"1:0","Other"
84470,960,19,0.29,"RS1","AC",3,"1:0","Other"
64760,1622,38,0.17,"RS2","No AC",4,"1:0","Colonial"
NA,1814,28,0.13,"RS2","No AC",4,"1:1","Colonial"
127100,2349,28,0.23,"RS1","No AC",5,"2:1","Other"
153350,2255,22,0.33,"RS1","No AC",4,"1:1","Other"
96180,1961,28,0.2,"RM2","No AC",3,"1:1","Other"
NA,2124,17,0.16,"RM1","AC",4,"2:0","Modern"
82040,1696,18,0.12,"RM3","No AC",4,"1:1","Modern"
NA,3173,28,0.12,"RS1","No AC",4,"2:0","Ranch"
NA,3159,22,0.12,"RM3","No AC",3,"1:0","Other"
77630,2302,28,0.17,"RM2","No AC",3,"1:1","Colonial"
NA,2344,50,0.07,"RS2","No AC",6,"2:0","Other"
79100,2356,28,0.16,"RM3","No AC",4,"2:1","Colonial"
93700,1968,17,0.18,"RM1","No AC",5,"2:0","Colonial"
NA,1872,24,0.31,"RS1","No AC",4,"2:0","Other"
55550,1160,14,0.11,"RS3","No AC",3,"1:1","Other"
87090,1460,23,0.24,"RS2","No AC",3,"2:1","Colonial"
